1,3,5,11,21,31,41,51,61,71,81,91,101,201,301,401,501,601,701,801,901,1001
5937,5238,5028,4769,4663,4639,4626,4664,4656,4668,4695,4714,4721,4845,4871,4911,4940,4980,5007,5052,5109,5227
